rank	file	frame	game	floor_frac	old-aug_sane	old-aug_res	old-aug_match	old-aug_pts	NEW-33_sane	NEW-33_res	NEW-33_match	NEW-33_pts	NEW-grid_sane	NEW-grid_res	NEW-grid_match	NEW-grid_pts
735	0735_8Ap3jYl0nAA_s3300_t0152.jpg	8Ap3jYl0nAA_s3300_t0152	2019 TOR@PHI	0.232	0	nan	0	0	1	4.342711925506592	33	12	1	5.35198450088501	63	27
736	0736_H56iR3188P0_s1620_t0034.jpg	H56iR3188P0_s1620_t0034	2013 SAS@MIA	0.192	1	5.883515357971191	35	13	1	3.495084762573242	63	13	1	5.351175308227539	77	36
737	0737_H56iR3188P0_s4080_t0160.jpg	H56iR3188P0_s4080_t0160	2013 SAS@MIA	0.195	0	nan	0	0	1	4.640239715576172	42	12	1	5.3378448486328125	75	33
738	0738_92fLApYaCGI_s1380_t0074.jpg	92fLApYaCGI_s1380_t0074	1998 CHI@UTA	0.238	0	nan	0	0	1	5.564746856689453	52	15	1	5.334029197692871	31	47
739	0739_H56iR3188P0_s6540_t0070.jpg	H56iR3188P0_s6540_t0070	2013 SAS@MIA	0.160	0	nan	0	0	0	nan	0	0	1	5.332726001739502	39	55
740	0740_H56iR3188P0_s4080_t0158.jpg	H56iR3188P0_s4080_t0158	2013 SAS@MIA	0.186	0	nan	0	15	1	3.758147716522217	35	12	1	5.329809188842773	60	33
741	0741_8Ap3jYl0nAA_s1320_t0106.jpg	8Ap3jYl0nAA_s1320_t0106	2019 TOR@PHI	0.272	1	4.483986854553223	49	12	1	5.7817840576171875	51	12	1	5.320830821990967	82	32
742	0742_8Ap3jYl0nAA_s3300_t0194.jpg	8Ap3jYl0nAA_s3300_t0194	2019 TOR@PHI	0.297	1	5.644830703735352	29	10	1	4.500007152557373	65	17	1	5.316789150238037	63	53
743	0743_8Ap3jYl0nAA_s5340_t0030.jpg	8Ap3jYl0nAA_s5340_t0030	2019 TOR@PHI	0.162	1	6.500008583068848	84	14	1	4.479165077209473	48	16	1	5.313695430755615	58	45
744	0744_qAeUUwn-A8s_s4200_t0202.jpg	qAeUUwn-A8s_s4200_t0202	2024 DEN@MIN	0.467	1	6.2613525390625	44	12	1	4.067787170410156	77	11	1	5.307797431945801	50	35
745	0745_8Ap3jYl0nAA_s1320_t0098.jpg	8Ap3jYl0nAA_s1320_t0098	2019 TOR@PHI	0.326	0	nan	0	8	1	4.5000176429748535	97	18	1	5.300385475158691	59	48
746	0746_8Ap3jYl0nAA_s3300_t0108.jpg	8Ap3jYl0nAA_s3300_t0108	2019 TOR@PHI	0.190	1	4.004154205322266	30	12	1	2.8836658000946045	35	12	1	5.292733192443848	40	30
747	0747_qAeUUwn-A8s_s2580_t0216.jpg	qAeUUwn-A8s_s2580_t0216	2024 DEN@MIN	0.427	1	3.972156286239624	51	10	1	3.471803665161133	71	11	1	5.291011810302734	42	23
748	0748_qAeUUwn-A8s_s1020_t0026.jpg	qAeUUwn-A8s_s1020_t0026	2024 DEN@MIN	0.405	1	4.615609645843506	57	12	1	4.485430717468262	74	15	1	5.2897419929504395	82	38
749	0749_qAeUUwn-A8s_s2580_t0068.jpg	qAeUUwn-A8s_s2580_t0068	2024 DEN@MIN	0.394	1	4.922542095184326	51	14	1	5.506869316101074	63	12	1	5.289205074310303	100	35
750	0750_qAeUUwn-A8s_s4200_t0284.jpg	qAeUUwn-A8s_s4200_t0284	2024 DEN@MIN	0.488	1	5.998351097106934	51	8	1	5.104628562927246	83	13	1	5.287971496582031	62	37
751	0751_8Ap3jYl0nAA_s1320_t0152.jpg	8Ap3jYl0nAA_s1320_t0152	2019 TOR@PHI	0.292	1	4.246106147766113	84	12	1	3.978719472885132	65	15	1	5.2877044677734375	76	38
752	0752_H56iR3188P0_s1620_t0070.jpg	H56iR3188P0_s1620_t0070	2013 SAS@MIA	0.292	1	4.499982833862305	27	10	1	4.660838603973389	50	11	1	5.287258148193359	57	46
753	0753_H56iR3188P0_s4080_t0216.jpg	H56iR3188P0_s4080_t0216	2013 SAS@MIA	0.188	0	nan	0	0	1	4.344130516052246	27	13	1	5.285647392272949	39	39
754	0754_qAeUUwn-A8s_s2580_t0006.jpg	qAeUUwn-A8s_s2580_t0006	2024 DEN@MIN	0.421	1	3.7517051696777344	66	12	1	4.453649520874023	95	13	1	5.28273344039917	77	35
755	0755_qAeUUwn-A8s_s4200_t0078.jpg	qAeUUwn-A8s_s4200_t0078	2024 DEN@MIN	0.406	1	4.664894104003906	57	12	1	5.292353630065918	86	13	1	5.282236576080322	69	36
756	0756_8Ap3jYl0nAA_s3300_t0038.jpg	8Ap3jYl0nAA_s3300_t0038	2019 TOR@PHI	0.301	1	5.166640758514404	55	14	1	4.39668083190918	70	15	1	5.2816314697265625	28	33
757	0757_8Ap3jYl0nAA_s1320_t0070.jpg	8Ap3jYl0nAA_s1320_t0070	2019 TOR@PHI	0.264	1	3.074767827987671	49	12	1	5.887380599975586	29	13	1	5.271899700164795	41	37
758	0758_qAeUUwn-A8s_s1020_t0080.jpg	qAeUUwn-A8s_s1020_t0080	2024 DEN@MIN	0.467	1	5.126932621002197	49	12	1	3.957578659057617	88	12	1	5.268527984619141	80	31
759	0759_8Ap3jYl0nAA_s1320_t0114.jpg	8Ap3jYl0nAA_s1320_t0114	2019 TOR@PHI	0.353	1	5.642412185668945	31	6	0	nan	0	0	1	5.2664875984191895	26	45
760	0760_8Ap3jYl0nAA_s1320_t0090.jpg	8Ap3jYl0nAA_s1320_t0090	2019 TOR@PHI	0.184	0	nan	0	0	1	5.7781829833984375	42	11	1	5.260365962982178	63	26
761	0761_qAeUUwn-A8s_s1020_t0230.jpg	qAeUUwn-A8s_s1020_t0230	2024 DEN@MIN	0.446	1	4.7360687255859375	46	11	1	4.2074384689331055	91	12	1	5.25731086730957	84	29
762	0762_92fLApYaCGI_s1380_t0154.jpg	92fLApYaCGI_s1380_t0154	1998 CHI@UTA	0.276	0	nan	0	0	1	4.446438789367676	51	15	1	5.2563629150390625	48	43
763	0763_92fLApYaCGI_s1380_t0290.jpg	92fLApYaCGI_s1380_t0290	1998 CHI@UTA	0.259	0	nan	0	0	1	3.5039684772491455	47	16	1	5.247187614440918	24	41
764	0764_92fLApYaCGI_s1380_t0076.jpg	92fLApYaCGI_s1380_t0076	1998 CHI@UTA	0.268	0	nan	0	0	1	6.514360427856445	40	15	1	5.246988296508789	34	46
765	0765_H56iR3188P0_s1620_t0158.jpg	H56iR3188P0_s1620_t0158	2013 SAS@MIA	0.169	0	nan	0	0	1	4.886369705200195	48	14	1	5.244233131408691	39	39
766	0766_qAeUUwn-A8s_s2580_t0244.jpg	qAeUUwn-A8s_s2580_t0244	2024 DEN@MIN	0.442	0	nan	0	0	1	4.424055099487305	79	12	1	5.241425514221191	60	33
767	0767_8Ap3jYl0nAA_s3300_t0122.jpg	8Ap3jYl0nAA_s3300_t0122	2019 TOR@PHI	0.163	0	nan	0	14	1	6.416810989379883	36	13	1	5.240945339202881	51	38
768	0768_8Ap3jYl0nAA_s3300_t0232.jpg	8Ap3jYl0nAA_s3300_t0232	2019 TOR@PHI	0.280	1	4.402106285095215	77	12	1	5.498325824737549	48	13	1	5.231667518615723	52	35
769	0769_H56iR3188P0_s4080_t0194.jpg	H56iR3188P0_s4080_t0194	2013 SAS@MIA	0.274	1	5.34764289855957	31	12	1	3.7215628623962402	20	11	1	5.23094367980957	36	28
770	0770_H56iR3188P0_s6540_t0142.jpg	H56iR3188P0_s6540_t0142	2013 SAS@MIA	0.154	0	nan	0	0	1	5.659285545349121	21	11	1	5.227754592895508	30	37
771	0771_qAeUUwn-A8s_s2580_t0162.jpg	qAeUUwn-A8s_s2580_t0162	2024 DEN@MIN	0.420	1	5.302776336669922	72	14	1	4.932912349700928	48	10	1	5.222186088562012	50	19
772	0772_8Ap3jYl0nAA_s3300_t0114.jpg	8Ap3jYl0nAA_s3300_t0114	2019 TOR@PHI	0.155	0	nan	0	0	1	4.8376641273498535	55	16	1	5.214920997619629	65	43
773	0773_H56iR3188P0_s6540_t0084.jpg	H56iR3188P0_s6540_t0084	2013 SAS@MIA	0.213	0	nan	0	0	1	4.308248996734619	46	11	1	5.21478271484375	48	35
774	0774_8Ap3jYl0nAA_s1320_t0080.jpg	8Ap3jYl0nAA_s1320_t0080	2019 TOR@PHI	0.343	1	6.466614723205566	27	11	1	5.550782680511475	30	12	1	5.212234020233154	37	34
775	0775_8Ap3jYl0nAA_s1320_t0212.jpg	8Ap3jYl0nAA_s1320_t0212	2019 TOR@PHI	0.160	0	nan	0	0	1	5.9271769523620605	33	10	1	5.202628135681152	35	18
776	0776_qAeUUwn-A8s_s4200_t0084.jpg	qAeUUwn-A8s_s4200_t0084	2024 DEN@MIN	0.405	1	4.53434944152832	34	10	1	4.685702800750732	70	11	1	5.200503826141357	70	28
777	0777_8Ap3jYl0nAA_s3300_t0144.jpg	8Ap3jYl0nAA_s3300_t0144	2019 TOR@PHI	0.252	0	nan	0	0	1	5.193391799926758	38	15	1	5.1949310302734375	38	34
778	0778_qAeUUwn-A8s_s4200_t0264.jpg	qAeUUwn-A8s_s4200_t0264	2024 DEN@MIN	0.487	0	nan	0	0	1	nan	18	10	1	5.192000865936279	47	48
779	0779_8Ap3jYl0nAA_s1320_t0120.jpg	8Ap3jYl0nAA_s1320_t0120	2019 TOR@PHI	0.221	1	5.500073432922363	67	10	1	4.30388069152832	50	13	1	5.186957836151123	75	28
780	0780_qAeUUwn-A8s_s2580_t0250.jpg	qAeUUwn-A8s_s2580_t0250	2024 DEN@MIN	0.437	1	4.945768356323242	36	9	1	4.1741132736206055	84	11	1	5.185484886169434	74	27
781	0781_8Ap3jYl0nAA_s5340_t0038.jpg	8Ap3jYl0nAA_s5340_t0038	2019 TOR@PHI	0.197	0	nan	0	0	1	5.732396125793457	63	16	1	5.183434963226318	41	42
782	0782_8Ap3jYl0nAA_s5340_t0072.jpg	8Ap3jYl0nAA_s5340_t0072	2019 TOR@PHI	0.155	1	4.698675155639648	72	12	1	6.191207408905029	42	13	1	5.182769775390625	44	36
783	0783_qAeUUwn-A8s_s2580_t0066.jpg	qAeUUwn-A8s_s2580_t0066	2024 DEN@MIN	0.383	1	5.035534858703613	62	12	1	5.410221099853516	56	12	1	5.180346488952637	69	35
784	0784_H56iR3188P0_s1620_t0244.jpg	H56iR3188P0_s1620_t0244	2013 SAS@MIA	0.322	1	5.365087509155273	76	13	1	7.197335243225098	76	18	1	5.173345565795898	62	49
785	0785_qAeUUwn-A8s_s1020_t0074.jpg	qAeUUwn-A8s_s1020_t0074	2024 DEN@MIN	0.423	1	5.435880661010742	40	10	1	5.45994234085083	63	11	1	5.162578582763672	68	24
786	0786_H56iR3188P0_s4080_t0012.jpg	H56iR3188P0_s4080_t0012	2013 SAS@MIA	0.252	0	nan	0	0	1	nan	17	11	1	5.162079334259033	40	25
787	0787_8Ap3jYl0nAA_s3300_t0212.jpg	8Ap3jYl0nAA_s3300_t0212	2019 TOR@PHI	0.222	1	nan	11	10	1	6.409550189971924	45	14	1	5.156364440917969	47	52
788	0788_8Ap3jYl0nAA_s3300_t0136.jpg	8Ap3jYl0nAA_s3300_t0136	2019 TOR@PHI	0.264	1	5.0036702156066895	73	14	1	4.509485721588135	56	16	1	5.155323028564453	44	39
789	0789_92fLApYaCGI_s5580_t0034.jpg	92fLApYaCGI_s5580_t0034	1998 CHI@UTA	0.392	1	4.268141746520996	44	9	1	5.190184116363525	22	5	1	5.1547980308532715	33	30
790	0790_8Ap3jYl0nAA_s1320_t0092.jpg	8Ap3jYl0nAA_s1320_t0092	2019 TOR@PHI	0.195	1	4.815154552459717	34	9	1	4.962325096130371	37	11	1	5.151994705200195	52	25
791	0791_8Ap3jYl0nAA_s5340_t0288.jpg	8Ap3jYl0nAA_s5340_t0288	2019 TOR@PHI	0.148	0	nan	0	0	1	5.113515853881836	34	11	1	5.150058746337891	25	20
792	0792_H56iR3188P0_s1620_t0090.jpg	H56iR3188P0_s1620_t0090	2013 SAS@MIA	0.180	0	nan	0	0	1	4.260583400726318	26	12	1	5.140693187713623	71	31
793	0793_qAeUUwn-A8s_s2580_t0218.jpg	qAeUUwn-A8s_s2580_t0218	2024 DEN@MIN	0.345	1	6.642692565917969	27	14	0	nan	0	0	1	5.1390380859375	38	22
794	0794_qAeUUwn-A8s_s2580_t0170.jpg	qAeUUwn-A8s_s2580_t0170	2024 DEN@MIN	0.432	1	4.49945592880249	47	9	1	5.4820966720581055	42	10	1	5.137911319732666	43	20
795	0795_H56iR3188P0_s4080_t0070.jpg	H56iR3188P0_s4080_t0070	2013 SAS@MIA	0.264	1	6.0155253410339355	45	6	1	6.457395076751709	31	12	1	5.134568214416504	21	12
796	0796_H56iR3188P0_s1620_t0174.jpg	H56iR3188P0_s1620_t0174	2013 SAS@MIA	0.173	0	nan	0	0	1	5.245893478393555	38	13	1	5.125514507293701	35	44
797	0797_qAeUUwn-A8s_s1020_t0134.jpg	qAeUUwn-A8s_s1020_t0134	2024 DEN@MIN	0.407	0	nan	0	0	1	6.474162578582764	61	13	1	5.120020866394043	102	38
798	0798_qAeUUwn-A8s_s1020_t0024.jpg	qAeUUwn-A8s_s1020_t0024	2024 DEN@MIN	0.397	0	nan	0	0	1	4.443997383117676	76	15	1	5.109073638916016	68	41
799	0799_qAeUUwn-A8s_s1020_t0076.jpg	qAeUUwn-A8s_s1020_t0076	2024 DEN@MIN	0.518	1	5.270972728729248	36	9	1	5.73293924331665	33	10	1	5.1088972091674805	39	35
800	0800_H56iR3188P0_s1620_t0002.jpg	H56iR3188P0_s1620_t0002	2013 SAS@MIA	0.168	0	nan	0	16	0	nan	0	0	1	5.108663082122803	36	50
801	0801_qAeUUwn-A8s_s4200_t0046.jpg	qAeUUwn-A8s_s4200_t0046	2024 DEN@MIN	0.470	1	4.499999523162842	23	15	1	5.500032901763916	47	13	1	5.108272552490234	65	32
802	0802_8Ap3jYl0nAA_s1320_t0156.jpg	8Ap3jYl0nAA_s1320_t0156	2019 TOR@PHI	0.299	1	3.0883355140686035	37	12	1	4.466540336608887	40	15	1	5.105865478515625	47	36
803	0803_qAeUUwn-A8s_s1020_t0168.jpg	qAeUUwn-A8s_s1020_t0168	2024 DEN@MIN	0.258	1	nan	7	9	0	nan	0	0	1	5.103010654449463	39	33
804	0804_qAeUUwn-A8s_s2580_t0188.jpg	qAeUUwn-A8s_s2580_t0188	2024 DEN@MIN	0.544	1	4.101798057556152	38	9	1	5.3871846199035645	52	11	1	5.101714134216309	72	24
805	0805_qAeUUwn-A8s_s2580_t0014.jpg	qAeUUwn-A8s_s2580_t0014	2024 DEN@MIN	0.390	1	6.430889129638672	38	10	1	5.19896936416626	60	12	1	5.099405288696289	58	30
806	0806_qAeUUwn-A8s_s2580_t0012.jpg	qAeUUwn-A8s_s2580_t0012	2024 DEN@MIN	0.396	0	nan	0	0	1	5.391883850097656	55	12	1	5.092473983764648	56	41
807	0807_92fLApYaCGI_s5580_t0104.jpg	92fLApYaCGI_s5580_t0104	1998 CHI@UTA	0.227	0	nan	0	0	1	1.500063180923462	23	13	1	5.068916320800781	22	40
808	0808_8Ap3jYl0nAA_s3300_t0100.jpg	8Ap3jYl0nAA_s3300_t0100	2019 TOR@PHI	0.260	1	4.056302547454834	38	14	1	2.908993721008301	40	15	1	5.067539691925049	43	42
809	0809_8Ap3jYl0nAA_s5340_t0222.jpg	8Ap3jYl0nAA_s5340_t0222	2019 TOR@PHI	0.139	1	4.575037002563477	48	12	1	4.858748912811279	33	12	1	5.0655198097229	45	35
810	0810_8Ap3jYl0nAA_s1320_t0256.jpg	8Ap3jYl0nAA_s1320_t0256	2019 TOR@PHI	0.233	0	nan	0	14	1	3.7876157760620117	75	14	1	5.065063953399658	61	35
811	0811_92fLApYaCGI_s3480_t0162.jpg	92fLApYaCGI_s3480_t0162	1998 CHI@UTA	0.308	0	nan	0	0	1	4.529678821563721	35	13	1	5.050753593444824	28	36
812	0812_H56iR3188P0_s1620_t0068.jpg	H56iR3188P0_s1620_t0068	2013 SAS@MIA	0.229	1	5.414484024047852	48	14	1	5.448166370391846	37	12	1	5.05007791519165	85	26
813	0813_qAeUUwn-A8s_s4200_t0146.jpg	qAeUUwn-A8s_s4200_t0146	2024 DEN@MIN	0.386	1	3.3128509521484375	37	8	1	4.021907806396484	54	9	1	5.046588897705078	64	20
814	0814_H56iR3188P0_s4080_t0214.jpg	H56iR3188P0_s4080_t0214	2013 SAS@MIA	0.236	1	3.455355405807495	35	10	1	5.0006818771362305	32	14	1	5.046319484710693	41	42
815	0815_8Ap3jYl0nAA_s1320_t0160.jpg	8Ap3jYl0nAA_s1320_t0160	2019 TOR@PHI	0.288	1	5.087461471557617	37	11	1	6.508927822113037	36	11	1	5.044995307922363	61	25
816	0816_qAeUUwn-A8s_s2580_t0196.jpg	qAeUUwn-A8s_s2580_t0196	2024 DEN@MIN	0.269	1	4.274159908294678	66	12	1	5.562833786010742	76	12	1	5.043885707855225	75	40
817	0817_8Ap3jYl0nAA_s1320_t0144.jpg	8Ap3jYl0nAA_s1320_t0144	2019 TOR@PHI	0.310	1	5.5000104904174805	29	13	1	3.950772523880005	25	13	1	5.037509918212891	54	33
818	0818_H56iR3188P0_s4080_t0078.jpg	H56iR3188P0_s4080_t0078	2013 SAS@MIA	0.267	0	nan	0	0	1	5.983652591705322	50	13	1	5.034366130828857	45	37
819	0819_qAeUUwn-A8s_s4200_t0296.jpg	qAeUUwn-A8s_s4200_t0296	2024 DEN@MIN	0.438	1	6.490881443023682	58	12	1	5.195561408996582	82	12	1	5.032551288604736	61	39
820	0820_8Ap3jYl0nAA_s3300_t0094.jpg	8Ap3jYl0nAA_s3300_t0094	2019 TOR@PHI	0.235	0	nan	0	0	1	5.85917854309082	32	16	1	5.031515598297119	36	41
821	0821_qAeUUwn-A8s_s4200_t0200.jpg	qAeUUwn-A8s_s4200_t0200	2024 DEN@MIN	0.454	1	5.5464677810668945	46	11	1	3.1710290908813477	56	11	1	5.026252746582031	70	27
822	0822_qAeUUwn-A8s_s1020_t0140.jpg	qAeUUwn-A8s_s1020_t0140	2024 DEN@MIN	0.425	0	nan	0	0	1	3.3119394779205322	68	12	1	5.026053428649902	71	38
823	0823_8Ap3jYl0nAA_s3300_t0062.jpg	8Ap3jYl0nAA_s3300_t0062	2019 TOR@PHI	0.183	1	5.177961349487305	36	12	1	4.877779006958008	58	12	1	5.024280548095703	46	31
824	0824_qAeUUwn-A8s_s2580_t0036.jpg	qAeUUwn-A8s_s2580_t0036	2024 DEN@MIN	0.485	0	nan	0	3	1	5.499975681304932	75	11	1	5.023625373840332	44	37
825	0825_qAeUUwn-A8s_s1020_t0014.jpg	qAeUUwn-A8s_s1020_t0014	2024 DEN@MIN	0.364	1	3.9020590782165527	38	11	1	4.419024467468262	58	11	1	5.019208908081055	78	29
826	0826_8Ap3jYl0nAA_s3300_t0048.jpg	8Ap3jYl0nAA_s3300_t0048	2019 TOR@PHI	0.234	0	nan	0	0	1	4.1926374435424805	38	14	1	5.006366729736328	64	43
827	0827_qAeUUwn-A8s_s4200_t0028.jpg	qAeUUwn-A8s_s4200_t0028	2024 DEN@MIN	0.502	1	6.500036239624023	60	11	1	5.500136852264404	67	10	1	5.0035600662231445	54	30
828	0828_8Ap3jYl0nAA_s1320_t0148.jpg	8Ap3jYl0nAA_s1320_t0148	2019 TOR@PHI	0.282	1	4.665843963623047	65	14	1	4.909388542175293	39	14	1	5.000460624694824	52	38
829	0829_8Ap3jYl0nAA_s3300_t0218.jpg	8Ap3jYl0nAA_s3300_t0218	2019 TOR@PHI	0.177	0	nan	0	12	1	4.312960147857666	42	13	1	5.000024795532227	56	35
830	0830_H56iR3188P0_s1620_t0154.jpg	H56iR3188P0_s1620_t0154	2013 SAS@MIA	0.154	0	nan	0	15	1	3.882293462753296	46	15	1	4.999993801116943	28	41
831	0831_8Ap3jYl0nAA_s1320_t0214.jpg	8Ap3jYl0nAA_s1320_t0214	2019 TOR@PHI	0.156	0	nan	0	0	1	5.524077415466309	35	10	1	4.999960899353027	40	18
832	0832_H56iR3188P0_s1620_t0064.jpg	H56iR3188P0_s1620_t0064	2013 SAS@MIA	0.194	0	nan	0	0	1	3.085306406021118	41	12	1	4.991554260253906	70	34
833	0833_8Ap3jYl0nAA_s1320_t0136.jpg	8Ap3jYl0nAA_s1320_t0136	2019 TOR@PHI	0.299	0	nan	0	0	1	4.2870588302612305	67	16	1	4.991147994995117	57	41
834	0834_8Ap3jYl0nAA_s5340_t0210.jpg	8Ap3jYl0nAA_s5340_t0210	2019 TOR@PHI	0.168	0	nan	0	20	0	nan	0	0	1	4.990699768066406	35	21
835	0835_H56iR3188P0_s6540_t0156.jpg	H56iR3188P0_s6540_t0156	2013 SAS@MIA	0.159	1	nan	11	15	1	5.7171149253845215	27	15	1	4.987401008605957	40	42
836	0836_8Ap3jYl0nAA_s1320_t0210.jpg	8Ap3jYl0nAA_s1320_t0210	2019 TOR@PHI	0.167	0	nan	0	0	1	5.4123945236206055	34	10	1	4.980783939361572	33	18
837	0837_8Ap3jYl0nAA_s5340_t0044.jpg	8Ap3jYl0nAA_s5340_t0044	2019 TOR@PHI	0.220	1	4.942958831787109	26	12	1	5.569677352905273	42	14	1	4.977155685424805	40	39
838	0838_8Ap3jYl0nAA_s5340_t0096.jpg	8Ap3jYl0nAA_s5340_t0096	2019 TOR@PHI	0.160	1	5.012363433837891	30	9	1	nan	18	10	1	4.975287437438965	46	23
839	0839_H56iR3188P0_s1620_t0178.jpg	H56iR3188P0_s1620_t0178	2013 SAS@MIA	0.185	0	nan	0	0	1	5.297122001647949	33	12	1	4.972659111022949	62	31
840	0840_qAeUUwn-A8s_s1020_t0112.jpg	qAeUUwn-A8s_s1020_t0112	2024 DEN@MIN	0.398	0	nan	0	18	1	4.0506792068481445	84	14	1	4.96523904800415	60	38
841	0841_8Ap3jYl0nAA_s3300_t0032.jpg	8Ap3jYl0nAA_s3300_t0032	2019 TOR@PHI	0.288	0	nan	0	4	1	5.036859035491943	38	14	1	4.959348678588867	46	38
842	0842_qAeUUwn-A8s_s2580_t0242.jpg	qAeUUwn-A8s_s2580_t0242	2024 DEN@MIN	0.447	1	5.18184757232666	46	12	1	3.6926913261413574	83	12	1	4.956727027893066	44	33
843	0843_H56iR3188P0_s1620_t0234.jpg	H56iR3188P0_s1620_t0234	2013 SAS@MIA	0.360	0	nan	0	5	0	nan	0	3	1	4.956412315368652	21	37
844	0844_H56iR3188P0_s1620_t0168.jpg	H56iR3188P0_s1620_t0168	2013 SAS@MIA	0.182	1	3.3170511722564697	31	11	1	6.005934238433838	42	12	1	4.953439712524414	89	33
845	0845_8Ap3jYl0nAA_s3300_t0188.jpg	8Ap3jYl0nAA_s3300_t0188	2019 TOR@PHI	0.160	1	4.976558208465576	43	9	1	5.481037139892578	36	12	1	4.951474666595459	48	24
846	0846_qAeUUwn-A8s_s4200_t0292.jpg	qAeUUwn-A8s_s4200_t0292	2024 DEN@MIN	0.442	1	3.7996697425842285	38	12	1	4.707241535186768	89	12	1	4.93915319442749	66	38
847	0847_qAeUUwn-A8s_s1020_t0082.jpg	qAeUUwn-A8s_s1020_t0082	2024 DEN@MIN	0.467	1	5.499922752380371	55	11	1	4.314562797546387	87	12	1	4.93869161605835	91	29
848	0848_qAeUUwn-A8s_s2580_t0184.jpg	qAeUUwn-A8s_s2580_t0184	2024 DEN@MIN	0.426	1	4.320282459259033	43	9	1	5.000452041625977	40	10	1	4.93152379989624	46	20
849	0849_8Ap3jYl0nAA_s3300_t0180.jpg	8Ap3jYl0nAA_s3300_t0180	2019 TOR@PHI	0.189	1	4.8075151443481445	36	11	1	5.500006675720215	41	13	1	4.928535461425781	38	38
850	0850_qAeUUwn-A8s_s1020_t0212.jpg	qAeUUwn-A8s_s1020_t0212	2024 DEN@MIN	0.534	1	3.8598389625549316	55	11	1	6.325433731079102	70	11	1	4.928006172180176	82	29
851	0851_H56iR3188P0_s4080_t0260.jpg	H56iR3188P0_s4080_t0260	2013 SAS@MIA	0.269	0	nan	0	15	1	4.458278656005859	37	11	1	4.925187587738037	37	29
852	0852_8Ap3jYl0nAA_s5340_t0022.jpg	8Ap3jYl0nAA_s5340_t0022	2019 TOR@PHI	0.130	1	5.126431465148926	50	9	1	6.284943103790283	42	14	1	4.918670654296875	48	28
853	0853_qAeUUwn-A8s_s1020_t0062.jpg	qAeUUwn-A8s_s1020_t0062	2024 DEN@MIN	0.367	1	4.348306655883789	68	15	1	4.865039348602295	85	15	1	4.917414665222168	67	42
854	0854_8Ap3jYl0nAA_s1320_t0182.jpg	8Ap3jYl0nAA_s1320_t0182	2019 TOR@PHI	0.300	1	nan	13	9	1	4.339566230773926	21	12	1	4.909132957458496	57	29
855	0855_8Ap3jYl0nAA_s3300_t0206.jpg	8Ap3jYl0nAA_s3300_t0206	2019 TOR@PHI	0.256	1	nan	19	11	1	4.159745216369629	44	11	1	4.907068729400635	72	27
856	0856_8Ap3jYl0nAA_s5340_t0058.jpg	8Ap3jYl0nAA_s5340_t0058	2019 TOR@PHI	0.147	0	nan	0	0	1	3.3714075088500977	42	14	1	4.902606010437012	81	43
857	0857_8Ap3jYl0nAA_s5340_t0264.jpg	8Ap3jYl0nAA_s5340_t0264	2019 TOR@PHI	0.439	0	nan	0	3	0	nan	0	0	1	4.899298667907715	42	48
858	0858_qAeUUwn-A8s_s4200_t0136.jpg	qAeUUwn-A8s_s4200_t0136	2024 DEN@MIN	0.396	1	4.5000691413879395	51	8	1	3.411407470703125	60	9	1	4.891421794891357	46	20
859	0859_H56iR3188P0_s4080_t0208.jpg	H56iR3188P0_s4080_t0208	2013 SAS@MIA	0.294	0	nan	0	0	1	5.430568218231201	41	12	1	4.889551162719727	55	33
860	0860_8Ap3jYl0nAA_s3300_t0226.jpg	8Ap3jYl0nAA_s3300_t0226	2019 TOR@PHI	0.319	0	nan	0	3	1	5.499983787536621	58	14	1	4.887962818145752	59	46
861	0861_8Ap3jYl0nAA_s1320_t0290.jpg	8Ap3jYl0nAA_s1320_t0290	2019 TOR@PHI	0.187	1	3.931133508682251	52	13	1	6.626585960388184	34	13	1	4.884652137756348	37	36
862	0862_8Ap3jYl0nAA_s3300_t0178.jpg	8Ap3jYl0nAA_s3300_t0178	2019 TOR@PHI	0.183	0	nan	0	0	1	4.4408159255981445	56	16	1	4.8778862953186035	51	44
863	0863_H56iR3188P0_s4080_t0028.jpg	H56iR3188P0_s4080_t0028	2013 SAS@MIA	0.175	0	nan	0	0	1	3.4400391578674316	31	14	1	4.863358497619629	48	44
864	0864_92fLApYaCGI_s3480_t0032.jpg	92fLApYaCGI_s3480_t0032	1998 CHI@UTA	0.475	1	nan	15	9	0	nan	0	3	1	4.860826015472412	52	36
865	0865_8Ap3jYl0nAA_s1320_t0298.jpg	8Ap3jYl0nAA_s1320_t0298	2019 TOR@PHI	0.168	1	4.206992149353027	34	9	1	5.107394218444824	36	10	1	4.860297203063965	35	19
866	0866_qAeUUwn-A8s_s2580_t0236.jpg	qAeUUwn-A8s_s2580_t0236	2024 DEN@MIN	0.453	1	5.283196449279785	58	11	1	4.620080471038818	94	12	1	4.859238624572754	53	30
867	0867_H56iR3188P0_s6540_t0148.jpg	H56iR3188P0_s6540_t0148	2013 SAS@MIA	0.275	0	nan	0	0	1	4.211515426635742	30	11	1	4.859176158905029	47	27
868	0868_qAeUUwn-A8s_s1020_t0012.jpg	qAeUUwn-A8s_s1020_t0012	2024 DEN@MIN	0.398	0	nan	0	0	1	5.227964878082275	67	12	1	4.858846664428711	92	36
