rank	file	frame	n_code2	flag	verts_on	med_px	support
1661	1661_nbacourt_0168_frame_0001_png.rf.25c0c5.jpg	nbacourt_0168_frame_0001_png.rf.25c0c5	6	-	14	13.24	0.343
1662	1662_nbacourt_0321_frame_0001_png.rf.fa9a9d.jpg	nbacourt_0321_frame_0001_png.rf.fa9a9d	5	-	14	13.24	0.346
1663	1663_nbacourt_0340_frame_0002_png.rf.0cdc64.jpg	nbacourt_0340_frame_0002_png.rf.0cdc64	6	-	15	13.24	0.388
1664	1664_nbacourt_0507_frame_0002_png.rf.e29c3c.jpg	nbacourt_0507_frame_0002_png.rf.e29c3c	6	-	12	13.24	0.320
1665	1665_nbacourt_0605_frame_0003_png.rf.583b12.jpg	nbacourt_0605_frame_0003_png.rf.583b12	6	-	13	13.24	0.345
1666	1666_nbacourt_0697_frame_0003_png.rf.c4a489.jpg	nbacourt_0697_frame_0003_png.rf.c4a489	5	-	12	13.24	0.280
1667	1667_nbacourt_0778_frame_0004_png.rf.286beb.jpg	nbacourt_0778_frame_0004_png.rf.286beb	6	-	13	13.24	0.337
1668	1668_nbacourt_1169_frame_0005_png.rf.fdcc07.jpg	nbacourt_1169_frame_0005_png.rf.fdcc07	5	-	13	13.24	0.267
1669	1669_nbacourt_1728_frame_0010_png.rf.942daa.jpg	nbacourt_1728_frame_0010_png.rf.942daa	7	-	16	13.24	0.350
1670	1670_nbacourt_2119_frame_0008_png.rf.4d5720.jpg	nbacourt_2119_frame_0008_png.rf.4d5720	6	-	15	13.24	0.367
1671	1671_nbacourt_0163_frame_0001_png.rf.1c0416.jpg	nbacourt_0163_frame_0001_png.rf.1c0416	6	-	15	13.18	0.307
1672	1672_nbacourt_1697_frame_0010_png.rf.1804df.jpg	nbacourt_1697_frame_0010_png.rf.1804df	5	-	12	13.18	0.315
1673	1673_nbacourt_2215_frame_0005_png.rf.a4ad0c.jpg	nbacourt_2215_frame_0005_png.rf.a4ad0c	5	-	10	13.18	0.350
1674	1674_nbacourt_0410_frame_0002_png.rf.6df8f1.jpg	nbacourt_0410_frame_0002_png.rf.6df8f1	8	-	20	13.13	0.267
1675	1675_nbacourt_1264_frame_0006_png.rf.9ad78c.jpg	nbacourt_1264_frame_0006_png.rf.9ad78c	6	-	13	13.13	0.367
1676	1676_nbacourt_0274_frame_0001_png.rf.b29fa7.jpg	nbacourt_0274_frame_0001_png.rf.b29fa7	6	-	14	13.12	0.339
1677	1677_nbacourt_0279_frame_0001_png.rf.b6e21c.jpg	nbacourt_0279_frame_0001_png.rf.b6e21c	6	-	14	13.12	0.321
1678	1678_nbacourt_0345_frame_0002_png.rf.115f3a.jpg	nbacourt_0345_frame_0002_png.rf.115f3a	6	-	15	13.12	0.439
1679	1679_nbacourt_0757_frame_0004_png.rf.11feaf.jpg	nbacourt_0757_frame_0004_png.rf.11feaf	6	-	12	13.12	0.346
1680	1680_nbacourt_0768_frame_0004_png.rf.1d31af.jpg	nbacourt_0768_frame_0004_png.rf.1d31af	5	-	10	13.12	0.349
1681	1681_nbacourt_0942_frame_0004_png.rf.f68cba.jpg	nbacourt_0942_frame_0004_png.rf.f68cba	6	-	14	13.12	0.268
1682	1682_nbacourt_1172_frame_0005_png.rf.feabe0.jpg	nbacourt_1172_frame_0005_png.rf.feabe0	5	-	13	13.12	0.308
1683	1683_nbacourt_1758_frame_0011_png.rf.1ea54a.jpg	nbacourt_1758_frame_0011_png.rf.1ea54a	6	-	16	13.12	0.339
1684	1684_nbacourt_1793_frame_0011_png.rf.d19050.jpg	nbacourt_1793_frame_0011_png.rf.d19050	6	-	16	13.12	0.339
1685	1685_nbacourt_1801_frame_0012_png.rf.106e2b.jpg	nbacourt_1801_frame_0012_png.rf.106e2b	7	-	16	13.12	0.356
1686	1686_nbacourt_1843_frame_0013_png.rf.876e43.jpg	nbacourt_1843_frame_0013_png.rf.876e43	7	-	18	13.12	0.260
1687	1687_nbacourt_1883_frame_0015_png.rf.c1cdfb.jpg	nbacourt_1883_frame_0015_png.rf.c1cdfb	6	-	15	13.12	0.360
1688	1688_nbacourt_1995_frame_0001_png.rf.4d733b.jpg	nbacourt_1995_frame_0001_png.rf.4d733b	7	-	18	13.12	0.272
1689	1689_nbacourt_2098_frame_0006_png.rf.e9891c.jpg	nbacourt_2098_frame_0006_png.rf.e9891c	6	-	14	13.12	0.234
1690	1690_nbacourt_2242_frame_0010_png.rf.9041f6.jpg	nbacourt_2242_frame_0010_png.rf.9041f6	5	-	9	13.10	0.347
1691	1691_nbacourt_0460_frame_0002_png.rf.ac6ba4.jpg	nbacourt_0460_frame_0002_png.rf.ac6ba4	6	-	15	13.05	0.315
1692	1692_nbacourt_0463_frame_0002_png.rf.ade2fb.jpg	nbacourt_0463_frame_0002_png.rf.ade2fb	5	-	12	13.05	0.369
1693	1693_nbacourt_1598_frame_0008_png.rf.fa5eb6.jpg	nbacourt_1598_frame_0008_png.rf.fa5eb6	6	-	15	13.05	0.380
1694	1694_nbacourt_1900_frame_0017_png.rf.62b333.jpg	nbacourt_1900_frame_0017_png.rf.62b333	8	-	20	13.05	0.350
1695	1695_nbacourt_0607_frame_0003_png.rf.5a189b.jpg	nbacourt_0607_frame_0003_png.rf.5a189b	6	-	15	13.04	0.316
1696	1696_nbacourt_0070_frame_0000_png.rf.8717c6.jpg	nbacourt_0070_frame_0000_png.rf.8717c6	6	-	15	12.99	0.342
1697	1697_nbacourt_0173_frame_0001_png.rf.3154a4.jpg	nbacourt_0173_frame_0001_png.rf.3154a4	6	-	16	12.99	0.326
1698	1698_nbacourt_0334_frame_0002_png.rf.0821d6.jpg	nbacourt_0334_frame_0002_png.rf.0821d6	6	-	12	12.99	0.415
1699	1699_nbacourt_0650_frame_0003_png.rf.90a099.jpg	nbacourt_0650_frame_0003_png.rf.90a099	6	-	15	12.99	0.257
1700	1700_nbacourt_0718_frame_0003_png.rf.d77aac.jpg	nbacourt_0718_frame_0003_png.rf.d77aac	6	-	15	12.99	0.235
1701	1701_nbacourt_0770_frame_0004_png.rf.1f90bf.jpg	nbacourt_0770_frame_0004_png.rf.1f90bf	7	-	16	12.99	0.317
1702	1702_nbacourt_1284_frame_0006_png.rf.bcac80.jpg	nbacourt_1284_frame_0006_png.rf.bcac80	5	-	14	12.99	0.320
1703	1703_nbacourt_1346_frame_0007_png.rf.0b4733.jpg	nbacourt_1346_frame_0007_png.rf.0b4733	4	-	12	12.99	0.293
1704	1704_nbacourt_2102_frame_0007_png.rf.1215d5.jpg	nbacourt_2102_frame_0007_png.rf.1215d5	5	-	13	12.99	0.426
1705	1705_nbacourt_1842_frame_0013_png.rf.830109.jpg	nbacourt_1842_frame_0013_png.rf.830109	6	-	16	12.97	0.351
1706	1706_nbacourt_1744_frame_0010_png.rf.c86261.jpg	nbacourt_1744_frame_0010_png.rf.c86261	6	-	17	12.93	0.319
1707	1707_nbacourt_1853_frame_0013_png.rf.edda8b.jpg	nbacourt_1853_frame_0013_png.rf.edda8b	6	-	16	12.91	0.343
1708	1708_nbacourt_0723_frame_0003_png.rf.dc9ba9.jpg	nbacourt_0723_frame_0003_png.rf.dc9ba9	4	-	10	12.89	0.214
1709	1709_nbacourt_1012_frame_0005_png.rf.4a243d.jpg	nbacourt_1012_frame_0005_png.rf.4a243d	5	-	13	12.86	0.218
1710	1710_nbacourt_1110_frame_0005_png.rf.be0b94.jpg	nbacourt_1110_frame_0005_png.rf.be0b94	5	-	10	12.86	0.342
1711	1711_nbacourt_1578_frame_0008_png.rf.c2b407.jpg	nbacourt_1578_frame_0008_png.rf.c2b407	6	-	15	12.86	0.390
1712	1712_nbacourt_1747_frame_0010_png.rf.d95b0c.jpg	nbacourt_1747_frame_0010_png.rf.d95b0c	6	-	14	12.86	0.333
1713	1713_nbacourt_1895_frame_0016_png.rf.f70373.jpg	nbacourt_1895_frame_0016_png.rf.f70373	6	-	13	12.86	0.326
1714	1714_nbacourt_0295_frame_0001_png.rf.d05596.jpg	nbacourt_0295_frame_0001_png.rf.d05596	4	-	9	12.85	0.258
1715	1715_nbacourt_1476_frame_0007_png.rf.ed2922.jpg	nbacourt_1476_frame_0007_png.rf.ed2922	6	-	15	12.85	0.348
1716	1716_nbacourt_1880_frame_0015_png.rf.3abea1.jpg	nbacourt_1880_frame_0015_png.rf.3abea1	6	-	15	12.85	0.351
1717	1717_nbacourt_2188_frame_0002_png.rf.683be1.jpg	nbacourt_2188_frame_0002_png.rf.683be1	7	-	16	12.85	0.310
1718	1718_nbacourt_0091_frame_0000_png.rf.b02003.jpg	nbacourt_0091_frame_0000_png.rf.b02003	7	-	16	12.83	0.283
1719	1719_nbacourt_0232_frame_0001_png.rf.78e0d5.jpg	nbacourt_0232_frame_0001_png.rf.78e0d5	6	-	15	12.83	0.360
1720	1720_nbacourt_0414_frame_0002_png.rf.72004c.jpg	nbacourt_0414_frame_0002_png.rf.72004c	6	-	15	12.83	0.376
1721	1721_nbacourt_0459_frame_0002_png.rf.a85418.jpg	nbacourt_0459_frame_0002_png.rf.a85418	5	-	13	12.83	0.235
1722	1722_nbacourt_0501_frame_0002_png.rf.dd2155.jpg	nbacourt_0501_frame_0002_png.rf.dd2155	4	-	10	12.83	0.281
1723	1723_nbacourt_0644_frame_0003_png.rf.82eabc.jpg	nbacourt_0644_frame_0003_png.rf.82eabc	7	-	16	12.83	0.343
1724	1724_nbacourt_0648_frame_0003_png.rf.874fbe.jpg	nbacourt_0648_frame_0003_png.rf.874fbe	6	-	15	12.83	0.322
1725	1725_nbacourt_0986_frame_0005_png.rf.24bc0a.jpg	nbacourt_0986_frame_0005_png.rf.24bc0a	6	-	13	12.83	0.337
1726	1726_nbacourt_1822_frame_0012_png.rf.d0f4e2.jpg	nbacourt_1822_frame_0012_png.rf.d0f4e2	7	-	16	12.83	0.370
1727	1727_nbacourt_1837_frame_0013_png.rf.4a8c53.jpg	nbacourt_1837_frame_0013_png.rf.4a8c53	6	-	15	12.83	0.398
1728	1728_nbacourt_1860_frame_0014_png.rf.231390.jpg	nbacourt_1860_frame_0014_png.rf.231390	6	-	18	12.83	0.325
1729	1729_nbacourt_1885_frame_0016_png.rf.15d6f7.jpg	nbacourt_1885_frame_0016_png.rf.15d6f7	6	-	15	12.83	0.342
1730	1730_nbacourt_2019_frame_0002_png.rf.bff6b7.jpg	nbacourt_2019_frame_0002_png.rf.bff6b7	6	-	15	12.83	0.283
1731	1731_nbacourt_2163_frame_0017_png.rf.c7fac2.jpg	nbacourt_2163_frame_0017_png.rf.c7fac2	6	-	15	12.83	0.371
1732	1732_nbacourt_0054_frame_0000_png.rf.6bb03a.jpg	nbacourt_0054_frame_0000_png.rf.6bb03a	4	-	10	12.78	0.315
1733	1733_nbacourt_0473_frame_0002_png.rf.b7ba9d.jpg	nbacourt_0473_frame_0002_png.rf.b7ba9d	6	-	12	12.78	0.326
1734	1734_nbacourt_0483_frame_0002_png.rf.c23f97.jpg	nbacourt_0483_frame_0002_png.rf.c23f97	5	-	12	12.78	0.287
1735	1735_nbacourt_0372_frame_0002_png.rf.3eba57.jpg	nbacourt_0372_frame_0002_png.rf.3eba57	5	-	12	12.72	0.287
1736	1736_nbacourt_0418_frame_0002_png.rf.753384.jpg	nbacourt_0418_frame_0002_png.rf.753384	5	-	12	12.72	0.325
1737	1737_nbacourt_0776_frame_0004_png.rf.275a61.jpg	nbacourt_0776_frame_0004_png.rf.275a61	5	-	10	12.72	0.390
1738	1738_nbacourt_0003_frame_0000_png.rf.08d223.jpg	nbacourt_0003_frame_0000_png.rf.08d223	9	-	9	12.70	0.350
1739	1739_nbacourt_0130_frame_0000_png.rf.f29ceb.jpg	nbacourt_0130_frame_0000_png.rf.f29ceb	5	-	9	12.70	0.377
1740	1740_nbacourt_0774_frame_0004_png.rf.2367bc.jpg	nbacourt_0774_frame_0004_png.rf.2367bc	6	-	12	12.70	0.344
1741	1741_nbacourt_0782_frame_0004_png.rf.2b62f3.jpg	nbacourt_0782_frame_0004_png.rf.2b62f3	6	-	12	12.70	0.417
1742	1742_nbacourt_0939_frame_0004_png.rf.f34345.jpg	nbacourt_0939_frame_0004_png.rf.f34345	6	-	14	12.70	0.286
1743	1743_nbacourt_1118_frame_0005_png.rf.c81ad4.jpg	nbacourt_1118_frame_0005_png.rf.c81ad4	6	-	15	12.70	0.369
1744	1744_nbacourt_2087_frame_0006_png.rf.ac91cc.jpg	nbacourt_2087_frame_0006_png.rf.ac91cc	6	-	15	12.70	0.327
1745	1745_nbacourt_1610_frame_0009_png.rf.12f11b.jpg	nbacourt_1610_frame_0009_png.rf.12f11b	5	-	14	12.64	0.273
1746	1746_nbacourt_0019_frame_0000_png.rf.20af22.jpg	nbacourt_0019_frame_0000_png.rf.20af22	5	-	9	12.62	0.186
1747	1747_nbacourt_0141_frame_0001_png.rf.00803a.jpg	nbacourt_0141_frame_0001_png.rf.00803a	6	-	12	12.62	0.384
1748	1748_nbacourt_1060_frame_0005_png.rf.873675.jpg	nbacourt_1060_frame_0005_png.rf.873675	6	-	15	12.62	0.281
1749	1749_nbacourt_1166_frame_0005_png.rf.fb73a4.jpg	nbacourt_1166_frame_0005_png.rf.fb73a4	6	-	15	12.62	0.281
1750	1750_nbacourt_0045_frame_0000_png.rf.53ee2c.jpg	nbacourt_0045_frame_0000_png.rf.53ee2c	6	-	15	12.58	0.382
1751	1751_nbacourt_0574_frame_0003_png.rf.32d963.jpg	nbacourt_0574_frame_0003_png.rf.32d963	5	-	15	12.58	0.265
1752	1752_nbacourt_0666_frame_0003_png.rf.a3dd67.jpg	nbacourt_0666_frame_0003_png.rf.a3dd67	4	-	10	12.58	0.238
1753	1753_nbacourt_0699_frame_0003_png.rf.c6c716.jpg	nbacourt_0699_frame_0003_png.rf.c6c716	6	-	15	12.58	0.254
1754	1754_nbacourt_0831_frame_0004_png.rf.66d04e.jpg	nbacourt_0831_frame_0004_png.rf.66d04e	7	-	16	12.58	0.317
1755	1755_nbacourt_0868_frame_0004_png.rf.9000b8.jpg	nbacourt_0868_frame_0004_png.rf.9000b8	6	-	15	12.58	0.381
1756	1756_nbacourt_0878_frame_0004_png.rf.a27480.jpg	nbacourt_0878_frame_0004_png.rf.a27480	6	-	12	12.58	0.367
1757	1757_nbacourt_1849_frame_0013_png.rf.d43b06.jpg	nbacourt_1849_frame_0013_png.rf.d43b06	6	-	15	12.58	0.331
1758	1758_nbacourt_0167_frame_0001_png.rf.20e4ac.jpg	nbacourt_0167_frame_0001_png.rf.20e4ac	4	-	9	12.51	0.288
1759	1759_nbacourt_0244_frame_0001_png.rf.8fba85.jpg	nbacourt_0244_frame_0001_png.rf.8fba85	6	-	13	12.51	0.360
1760	1760_nbacourt_0864_frame_0004_png.rf.8b1e85.jpg	nbacourt_0864_frame_0004_png.rf.8b1e85	6	-	14	12.51	0.340
1761	1761_nbacourt_1700_frame_0010_png.rf.1dfaec.jpg	nbacourt_1700_frame_0010_png.rf.1dfaec	6	-	14	12.51	0.353
1762	1762_nbacourt_0395_frame_0002_png.rf.57903b.jpg	nbacourt_0395_frame_0002_png.rf.57903b	4	-	10	12.50	0.266
1763	1763_nbacourt_0829_frame_0004_png.rf.641341.jpg	nbacourt_0829_frame_0004_png.rf.641341	6	-	16	12.50	0.373
1764	1764_nbacourt_0491_frame_0002_png.rf.cd175e.jpg	nbacourt_0491_frame_0002_png.rf.cd175e	6	-	13	12.45	0.430
1765	1765_nbacourt_1249_frame_0006_png.rf.82441f.jpg	nbacourt_1249_frame_0006_png.rf.82441f	6	-	15	12.45	0.279
1766	1766_nbacourt_1745_frame_0010_png.rf.d08eff.jpg	nbacourt_1745_frame_0010_png.rf.d08eff	6	-	12	12.45	0.400
1767	1767_nbacourt_1823_frame_0012_png.rf.d1e51a.jpg	nbacourt_1823_frame_0012_png.rf.d1e51a	5	-	15	12.45	0.276
1768	1768_nbacourt_1826_frame_0012_png.rf.f08a28.jpg	nbacourt_1826_frame_0012_png.rf.f08a28	5	-	9	12.45	0.338
1769	1769_nbacourt_2125_frame_0008_png.rf.daff91.jpg	nbacourt_2125_frame_0008_png.rf.daff91	6	-	14	12.45	0.373
1770	1770_nbacourt_1342_frame_0007_png.rf.091707.jpg	nbacourt_1342_frame_0007_png.rf.091707	6	-	15	12.43	0.330
1771	1771_nbacourt_1687_frame_0009_png.rf.f066da.jpg	nbacourt_1687_frame_0009_png.rf.f066da	6	-	12	12.43	0.326
1772	1772_nbacourt_1830_frame_0013_png.rf.12ce4f.jpg	nbacourt_1830_frame_0013_png.rf.12ce4f	5	-	14	12.43	0.300
1773	1773_nbacourt_2193_frame_0003_png.rf.399b1c.jpg	nbacourt_2193_frame_0003_png.rf.399b1c	5	-	13	12.43	0.317
1774	1774_nbacourt_0110_frame_0000_png.rf.cce59a.jpg	nbacourt_0110_frame_0000_png.rf.cce59a	6	-	15	12.41	0.360
1775	1775_nbacourt_0468_frame_0002_png.rf.b06885.jpg	nbacourt_0468_frame_0002_png.rf.b06885	6	-	14	12.41	0.318
1776	1776_nbacourt_0618_frame_0003_png.rf.64ca02.jpg	nbacourt_0618_frame_0003_png.rf.64ca02	4	-	10	12.41	0.226
1777	1777_nbacourt_0655_frame_0003_png.rf.935a40.jpg	nbacourt_0655_frame_0003_png.rf.935a40	6	-	15	12.41	0.248
1778	1778_nbacourt_0740_frame_0003_png.rf.fc1141.jpg	nbacourt_0740_frame_0003_png.rf.fc1141	6	-	14	12.41	0.333
1779	1779_nbacourt_0764_frame_0004_png.rf.18410f.jpg	nbacourt_0764_frame_0004_png.rf.18410f	5	-	13	12.41	0.382
1780	1780_nbacourt_0879_frame_0004_png.rf.a54be7.jpg	nbacourt_0879_frame_0004_png.rf.a54be7	6	-	12	12.41	0.358
1781	1781_nbacourt_0969_frame_0005_png.rf.112cae.jpg	nbacourt_0969_frame_0005_png.rf.112cae	5	-	15	12.41	0.371
1782	1782_nbacourt_1587_frame_0008_png.rf.da4826.jpg	nbacourt_1587_frame_0008_png.rf.da4826	6	-	16	12.41	0.382
1783	1783_nbacourt_1783_frame_0011_png.rf.a7b60a.jpg	nbacourt_1783_frame_0011_png.rf.a7b60a	5	-	9	12.41	0.296
1784	1784_nbacourt_2045_frame_0004_png.rf.7d0fb9.jpg	nbacourt_2045_frame_0004_png.rf.7d0fb9	5	-	13	12.41	0.330
1785	1785_nbacourt_2054_frame_0004_png.rf.be1d64.jpg	nbacourt_2054_frame_0004_png.rf.be1d64	6	-	15	12.41	0.393
1786	1786_nbacourt_2094_frame_0006_png.rf.e53021.jpg	nbacourt_2094_frame_0006_png.rf.e53021	5	-	14	12.41	0.312
1787	1787_nbacourt_2182_frame_0001_png.rf.c7b266.jpg	nbacourt_2182_frame_0001_png.rf.c7b266	5	-	14	12.41	0.284
1788	1788_nbacourt_2221_frame_0006_png.rf.33282a.jpg	nbacourt_2221_frame_0006_png.rf.33282a	6	-	15	12.41	0.336
1789	1789_nbacourt_0559_frame_0003_png.rf.20b4dd.jpg	nbacourt_0559_frame_0003_png.rf.20b4dd	6	-	14	12.39	0.365
1790	1790_nbacourt_0610_frame_0003_png.rf.5bf17d.jpg	nbacourt_0610_frame_0003_png.rf.5bf17d	6	-	16	12.39	0.254
1791	1791_nbacourt_0385_frame_0002_png.rf.4d4eab.jpg	nbacourt_0385_frame_0002_png.rf.4d4eab	7	-	18	12.37	0.274
1792	1792_nbacourt_0469_frame_0002_png.rf.b3be6d.jpg	nbacourt_0469_frame_0002_png.rf.b3be6d	6	-	15	12.37	0.331
1793	1793_nbacourt_0529_frame_0002_png.rf.f8c9db.jpg	nbacourt_0529_frame_0002_png.rf.f8c9db	4	-	10	12.37	0.297
1794	1794_nbacourt_1478_frame_0007_png.rf.ee64e7.jpg	nbacourt_1478_frame_0007_png.rf.ee64e7	6	-	15	12.37	0.330
1795	1795_nbacourt_1646_frame_0009_png.rf.80cdb9.jpg	nbacourt_1646_frame_0009_png.rf.80cdb9	5	-	14	12.37	0.255
1796	1796_nbacourt_1976_frame_0035_png.rf.fe0bd4.jpg	nbacourt_1976_frame_0035_png.rf.fe0bd4	5	-	11	12.37	0.355
1797	1797_nbacourt_0519_frame_0002_png.rf.ea67ce.jpg	nbacourt_0519_frame_0002_png.rf.ea67ce	6	-	12	12.35	0.337
1798	1798_nbacourt_1627_frame_0009_png.rf.456ac7.jpg	nbacourt_1627_frame_0009_png.rf.456ac7	5	-	14	12.35	0.291
1799	1799_nbacourt_1191_frame_0006_png.rf.1e36a4.jpg	nbacourt_1191_frame_0006_png.rf.1e36a4	6	-	12	12.32	0.388
1800	1800_nbacourt_1712_frame_0010_png.rf.60aee0.jpg	nbacourt_1712_frame_0010_png.rf.60aee0	6	-	14	12.32	0.324
1801	1801_nbacourt_0250_frame_0001_png.rf.95a9d6.jpg	nbacourt_0250_frame_0001_png.rf.95a9d6	6	-	12	12.31	0.314
1802	1802_nbacourt_2237_frame_0009_png.rf.a9b668.jpg	nbacourt_2237_frame_0009_png.rf.a9b668	5	-	9	12.31	0.447
1803	1803_nbacourt_0194_frame_0001_png.rf.48b8d5.jpg	nbacourt_0194_frame_0001_png.rf.48b8d5	5	-	12	12.29	0.309
1804	1804_nbacourt_0419_frame_0002_png.rf.761741.jpg	nbacourt_0419_frame_0002_png.rf.761741	9	-	22	12.29	0.287
1805	1805_nbacourt_0921_frame_0004_png.rf.db9cd4.jpg	nbacourt_0921_frame_0004_png.rf.db9cd4	6	-	13	12.29	0.337
1806	1806_nbacourt_1082_frame_0005_png.rf.a81f16.jpg	nbacourt_1082_frame_0005_png.rf.a81f16	5	-	10	12.29	0.239
1807	1807_nbacourt_1327_frame_0006_png.rf.f3a291.jpg	nbacourt_1327_frame_0006_png.rf.f3a291	6	-	15	12.29	0.301
1808	1808_nbacourt_1500_frame_0008_png.rf.12826a.jpg	nbacourt_1500_frame_0008_png.rf.12826a	6	-	13	12.29	0.318
1809	1809_nbacourt_1586_frame_0008_png.rf.d8983c.jpg	nbacourt_1586_frame_0008_png.rf.d8983c	6	-	15	12.29	0.294
1810	1810_nbacourt_1027_frame_0005_png.rf.617398.jpg	nbacourt_1027_frame_0005_png.rf.617398	6	-	15	12.24	0.281
1811	1811_nbacourt_0272_frame_0001_png.rf.b0d68f.jpg	nbacourt_0272_frame_0001_png.rf.b0d68f	6	-	15	12.23	0.393
1812	1812_nbacourt_1070_frame_0005_png.rf.959d61.jpg	nbacourt_1070_frame_0005_png.rf.959d61	6	-	12	12.23	0.337
1813	1813_nbacourt_2211_frame_0004_png.rf.bc6495.jpg	nbacourt_2211_frame_0004_png.rf.bc6495	7	-	18	12.23	0.412
1814	1814_nbacourt_0197_frame_0001_png.rf.49c02e.jpg	nbacourt_0197_frame_0001_png.rf.49c02e	6	-	15	12.16	0.307
1815	1815_nbacourt_0378_frame_0002_png.rf.448698.jpg	nbacourt_0378_frame_0002_png.rf.448698	6	-	14	12.16	0.353
1816	1816_nbacourt_0481_frame_0002_png.rf.c0251c.jpg	nbacourt_0481_frame_0002_png.rf.c0251c	6	-	14	12.16	0.299
1817	1817_nbacourt_0976_frame_0005_png.rf.1ab246.jpg	nbacourt_0976_frame_0005_png.rf.1ab246	5	-	11	12.16	0.305
1818	1818_nbacourt_1165_frame_0005_png.rf.f856d7.jpg	nbacourt_1165_frame_0005_png.rf.f856d7	5	-	15	12.16	0.390
1819	1819_nbacourt_1519_frame_0008_png.rf.316fbf.jpg	nbacourt_1519_frame_0008_png.rf.316fbf	5	-	12	12.16	0.275
1820	1820_nbacourt_1570_frame_0008_png.rf.b6dfaa.jpg	nbacourt_1570_frame_0008_png.rf.b6dfaa	6	-	13	12.16	0.336
1821	1821_nbacourt_1677_frame_0009_png.rf.cde0f7.jpg	nbacourt_1677_frame_0009_png.rf.cde0f7	6	-	12	12.16	0.349
1822	1822_nbacourt_2230_frame_0007_png.rf.70110a.jpg	nbacourt_2230_frame_0007_png.rf.70110a	6	-	13	12.16	0.340
1823	1823_nbacourt_0018_frame_0000_png.rf.1fa5d8.jpg	nbacourt_0018_frame_0000_png.rf.1fa5d8	5	-	10	12.12	0.157
1824	1824_nbacourt_1653_frame_0009_png.rf.8a0f52.jpg	nbacourt_1653_frame_0009_png.rf.8a0f52	7	-	16	12.10	0.338
1825	1825_nbacourt_1982_frame_0000_png.rf.537247.jpg	nbacourt_1982_frame_0000_png.rf.537247	5	-	11	12.10	0.412
1826	1826_nbacourt_2015_frame_0002_png.rf.9924bf.jpg	nbacourt_2015_frame_0002_png.rf.9924bf	5	-	11	12.10	0.410
1827	1827_nbacourt_0248_frame_0001_png.rf.921fb4.jpg	nbacourt_0248_frame_0001_png.rf.921fb4	6	-	15	12.08	0.325
1828	1828_nbacourt_1192_frame_0006_png.rf.1efed9.jpg	nbacourt_1192_frame_0006_png.rf.1efed9	6	-	13	12.08	0.359
1829	1829_nbacourt_0447_frame_0002_png.rf.9786ef.jpg	nbacourt_0447_frame_0002_png.rf.9786ef	6	-	15	12.04	0.397
1830	1830_nbacourt_0667_frame_0003_png.rf.a41384.jpg	nbacourt_0667_frame_0003_png.rf.a41384	6	-	16	12.04	0.330
1831	1831_nbacourt_1105_frame_0005_png.rf.b9574c.jpg	nbacourt_1105_frame_0005_png.rf.b9574c	6	-	12	12.04	0.337
1832	1832_nbacourt_1648_frame_0009_png.rf.84541d.jpg	nbacourt_1648_frame_0009_png.rf.84541d	5	-	14	12.04	0.369
1833	1833_nbacourt_1988_frame_0000_png.rf.b18d88.jpg	nbacourt_1988_frame_0000_png.rf.b18d88	6	-	13	12.04	0.388
1834	1834_nbacourt_2256_frame_0014_png.rf.7dffc9.jpg	nbacourt_2256_frame_0014_png.rf.7dffc9	7	-	15	11.96	0.375
1835	1835_nbacourt_0055_frame_0000_png.rf.6bc683.jpg	nbacourt_0055_frame_0000_png.rf.6bc683	5	-	11	11.91	0.333
1836	1836_nbacourt_0643_frame_0003_png.rf.826795.jpg	nbacourt_0643_frame_0003_png.rf.826795	7	-	16	11.91	0.372
1837	1837_nbacourt_0810_frame_0004_png.rf.54bafe.jpg	nbacourt_0810_frame_0004_png.rf.54bafe	5	-	13	11.91	0.340
1838	1838_nbacourt_0812_frame_0004_png.rf.5543b2.jpg	nbacourt_0812_frame_0004_png.rf.5543b2	5	-	13	11.91	0.382
1839	1839_nbacourt_1256_frame_0006_png.rf.8b0e95.jpg	nbacourt_1256_frame_0006_png.rf.8b0e95	6	-	15	11.91	0.330
1840	1840_nbacourt_1521_frame_0008_png.rf.39aa8d.jpg	nbacourt_1521_frame_0008_png.rf.39aa8d	5	-	11	11.91	0.471
1841	1841_nbacourt_1605_frame_0009_png.rf.04383f.jpg	nbacourt_1605_frame_0009_png.rf.04383f	6	-	12	11.91	0.326
1842	1842_nbacourt_1788_frame_0011_png.rf.b8f7dd.jpg	nbacourt_1788_frame_0011_png.rf.b8f7dd	7	-	16	11.91	0.312
1843	1843_nbacourt_2218_frame_0005_png.rf.fc25af.jpg	nbacourt_2218_frame_0005_png.rf.fc25af	5	-	10	11.91	0.354
1844	1844_nbacourt_0112_frame_0000_png.rf.d093c1.jpg	nbacourt_0112_frame_0000_png.rf.d093c1	4	-	9	11.89	0.348
1845	1845_nbacourt_0431_frame_0002_png.rf.87fc6a.jpg	nbacourt_0431_frame_0002_png.rf.87fc6a	6	-	13	11.89	0.424
1846	1846_nbacourt_1638_frame_0009_png.rf.6c24f2.jpg	nbacourt_1638_frame_0009_png.rf.6c24f2	6	-	14	11.89	0.333
1847	1847_nbacourt_1847_frame_0013_png.rf.a5c0fe.jpg	nbacourt_1847_frame_0013_png.rf.a5c0fe	5	-	14	11.89	0.310
1848	1848_nbacourt_0661_frame_0003_png.rf.9a37db.jpg	nbacourt_0661_frame_0003_png.rf.9a37db	6	-	13	11.87	0.333
